Ocupacion,Years_Trabajados,Tipo_Trabajo,Ingresos_Mensuales,Tipo_Contrato,Idioma_Casa,Lee_Escribe,Asiste_Asistio,Titulo_Alcanzado,Indice_pobreza,Condicion_pobreza
7,2,2,2400000,1,2,1,1,,2,1
9,0,6,250000,4,2,1,1,,2,1
5,13,6,300000,4,2,1,1,7,3,0
4,4,2,2550000,1,2,1,1,14,3,0
8,4,2,2860000,3,2,1,1,,3,0
8,1,2,2300000,1,2,1,1,,3,0
9,0,2,2500000,4,3,1,1,,3,0
7,0,2,960000,4,2,1,1,,3,0
7,6,2,3000000,3,2,1,1,,3,0
4,0,2,2550000,1,2,1,1,14,3,0
1,11,2,10720000,1,2,1,1,1,3,0
2,5,1,5000000,1,2,1,1,8,3,0
1,8,1,4000000,1,2,1,1,1,3,0
3,14,1,2800000,1,2,1,1,14,3,0
9,20,6,1000000,4,1,1,1,,1,1
5,22,2,6000000,1,3,1,1,,3,0
2,23,2,1500000,1,4,1,1,,3,0
2,23,2,1500000,4,4,1,1,7,3,0
4,3,2,3000000,1,2,1,1,,3,0
5,0,2,3000000,1,2,1,1,,3,0
1,16,2,4000000,1,3,1,1,14,3,0
4,3,2,3500000,1,3,1,1,14,3,0
4,4,2,2400000,1,3,1,1,14,3,0
5,20,2,1800000,4,2,1,1,,3,0
4,18,2,3500000,1,2,1,1,,3,0
10,13,1,3500000,1,2,1,1,1,3,0
4,28,2,4000000,1,2,1,1,,3,0
5,24,1,4000000,1,2,1,1,1,3,0
5,13,6,2500000,4,3,1,1,1,2,1
5,3,2,3000000,1,2,1,1,,3,0
5,10,2,2000000,1,2,1,1,,3,0
2,3,2,2500000,1,2,1,1,,3,0
9,2,6,1500000,4,2,1,1,,3,0
8,7,2,3000000,1,3,1,1,,3,0
9,1,2,1600000,4,3,1,1,,3,0
5,5,2,2550000,3,3,1,1,,3,0
1,1,2,2500000,1,3,1,1,9,3,0
9,0,2,2500000,1,3,1,1,,3,0
5,3,2,1200000,4,2,1,1,,3,0
9,5,6,2000000,4,1,3,1,,3,0
4,7,2,2320000,1,3,1,1,,3,0
4,16,2,2900000,1,3,1,1,,2,1
9,3,2,3600000,4,3,1,1,,3,0
7,0,2,1600000,4,1,1,1,14,3,0
9,0,2,2000000,4,2,1,1,,3,0
9,2,2,2500000,3,2,1,1,,3,0
7,5,2,2320000,1,3,1,1,14,3,0
9,0,2,800000,4,3,1,1,,3,0
8,12,2,2320000,1,3,1,1,,2,1
9,15,2,2500000,1,2,1,1,,3,0
4,0,2,2800000,3,3,1,1,,3,0
5,0,2,3000000,3,3,1,1,14,3,0
3,12,2,5000000,1,3,1,1,14,3,0
7,5,2,1720000,4,2,1,1,,3,0
4,0,2,1600000,4,2,1,1,,3,0
5,3,6,800000,4,2,1,1,,3,0
5,7,2,1000000,4,2,1,1,,3,0
9,4,6,2400000,4,2,1,1,,3,0
9,2,2,2500000,3,3,1,1,,3,0
5,12,2,2500000,1,3,1,1,,3,0
9,5,6,2500000,3,3,1,1,,3,0
5,3,2,2500000,4,3,1,1,,3,0
2,10,1,9000000,1,3,1,1,10,3,0
8,2,2,2800000,4,2,1,1,,3,0
4,2,2,2000000,4,3,1,1,,3,0
4,10,2,2300000,1,2,1,1,14,3,0
5,3,2,1800000,4,2,1,1,,3,0
2,1,2,5000000,2,3,1,1,1,3,0
2,0,2,3000000,4,2,1,1,1,3,0
2,2,2,3500000,1,2,1,1,1,3,0
5,1,6,2000000,4,3,1,1,14,3,0
3,22,2,5000000,1,3,1,1,,3,0
3,22,2,2320000,1,3,1,1,7,3,0
3,3,2,0,3,2,1,1,14,3,0
1,6,1,5500000,1,3,1,1,1,3,0
3,8,1,5000000,1,2,1,1,1,3,0
2,12,2,3600000,3,2,1,1,3,3,0
4,1,2,2320000,1,3,1,1,1,3,0
9,5,2,2500000,3,2,1,1,,3,0
5,2,2,2500000,3,2,1,1,,3,0
5,0,2,2300000,1,3,1,1,,3,0
8,17,2,2800000,3,3,1,1,,3,0
5,3,2,2000000,4,2,1,1,,3,0
8,0,2,2500000,1,2,1,1,14,3,0
9,0,2,2000000,4,2,1,1,,3,0
9,0,6,1000000,4,2,1,1,,3,0
1,1,1,5000000,1,2,1,1,10,3,0
1,4,2,3000000,1,2,1,1,1,3,0
1,10,2,2500000,1,3,1,1,14,3,0
7,0,2,2500000,1,3,1,1,14,3,0
5,4,2,2500000,3,3,1,1,,3,0
2,7,1,8500000,1,3,1,1,1,3,0
9,20,6,480000,4,3,1,1,,3,0
5,6,2,4000000,3,3,1,1,1,3,0
3,7,2,3500000,3,3,1,1,1,3,0
9,7,2,3000000,3,3,1,1,,3,0
2,5,2,3200000,1,2,1,1,1,2,1
2,17,1,3415000,1,3,1,1,1,3,0
2,13,1,2115000,1,3,1,1,1,3,0
9,0,6,1200000,4,3,1,1,,3,0
5,2,2,2500000,1,3,1,1,1,3,0
3,10,2,3500000,3,3,1,1,,3,0
5,1,2,2500000,3,3,1,1,,3,0
8,6,2,3000000,1,3,1,1,,3,0
9,8,2,2500000,1,3,1,1,,3,0
5,0,6,600000,4,3,1,1,,3,0
9,6,2,400000,4,3,1,1,,3,0
8,20,2,2000000,4,3,1,1,,3,0
2,10,1,2300000,1,3,1,1,3,3,0
9,1,2,2900000,4,1,1,1,,3,0
7,8,2,3000000,1,3,1,1,14,3,0
4,0,2,2500000,1,2,1,1,14,3,0
3,0,2,0,4,2,1,1,,3,0
5,27,1,4500000,1,2,1,1,1,3,0
4,0,2,2640000,3,2,1,1,,3,0
8,1,1,3300000,1,2,1,1,,3,0
4,2,2,2400000,3,2,1,1,,3,0
7,4,1,5000000,3,3,1,1,,3,0
1,5,2,5000000,3,2,1,1,1,3,0
2,0,2,3000000,4,2,1,1,1,3,0
9,5,2,2400000,3,3,1,1,,3,0
2,15,1,4500000,1,2,1,1,1,3,0
2,4,2,2300000,3,3,1,1,10,3,0
5,3,2,3500000,3,3,1,1,7,3,0
7,3,2,2800000,3,3,1,1,,3,0
3,4,2,3000000,3,3,1,1,,3,0
5,1,2,1400000,4,3,1,1,14,3,0
9,1,6,600000,4,3,1,1,,2,1
5,7,1,6200000,1,3,1,1,10,3,0
5,5,1,4000000,1,3,1,1,10,3,0
1,1,1,5000000,1,3,1,1,1,3,0
4,19,2,2500000,4,3,1,1,,3,0
7,3,2,2000000,4,2,1,1,,3,0
7,4,2,2600000,4,2,1,1,,3,0
9,2,2,2500000,3,2,1,1,,3,0
9,1,2,2500000,1,3,1,1,,3,0
7,23,2,4800000,4,3,1,1,,3,0
4,3,1,10000000,1,2,1,1,1,3,0
2,4,1,2500000,1,2,1,1,1,3,0
4,0,2,1700000,3,3,1,1,14,3,0
7,10,2,600000,4,2,1,1,,3,0
9,0,2,2000000,4,1,1,1,,3,0
3,14,2,2250000,1,2,1,1,,3,0
5,0,2,2000000,4,2,1,1,,3,0
5,7,2,2500000,4,2,1,1,,3,0
5,2,2,800000,4,2,1,1,,1,1
4,18,2,2500000,1,3,1,1,14,3,0
4,5,2,2800000,1,3,1,1,,3,0
9,25,6,1300000,4,3,1,1,,3,0
5,1,2,2200000,1,3,1,1,,3,0
5,2,6,400000,4,3,1,1,,3,0
3,3,2,2200000,1,2,1,1,14,3,0
4,2,1,2500000,1,2,1,1,,3,0
5,11,2,0,4,2,1,1,,3,0
3,16,2,7000000,1,2,1,1,1,3,0
9,0,2,2680000,4,2,1,1,,3,0
7,33,2,2500000,4,3,1,1,,3,0
8,8,2,2680000,1,3,1,1,,3,0
9,7,2,2640000,4,2,1,1,,3,0
9,1,2,2640000,4,2,1,1,,3,0
4,18,2,800000,3,2,1,1,,2,1
3,1,2,2680000,1,3,1,1,7,3,0
4,10,2,2500000,1,2,1,1,,3,0
1,3,1,10800000,1,3,1,1,12,3,0
2,2,2,1800000,4,3,1,1,1,3,0
3,8,1,3000000,1,3,1,1,14,3,0
4,1,2,2600000,1,3,1,1,,3,0
1,4,2,3700000,1,3,1,1,14,3,0
9,17,2,2320000,1,2,1,1,14,3,0
4,20,2,0,4,3,1,1,,3,0
9,4,2,3000000,1,3,1,1,5,3,0
7,7,2,3900000,4,2,1,1,,3,0
9,2,1,1300000,3,2,1,1,,3,0
1,5,2,4500000,1,3,1,1,1,3,0
4,0,2,3500000,3,3,1,1,,3,0
4,10,1,2150000,1,2,1,1,,3,0
9,10,2,1840000,3,1,1,1,,2,1
5,4,2,3500000,2,3,1,1,14,3,0
9,0,2,2150000,1,2,1,1,,3,0
9,18,2,1800000,4,5,1,1,,3,0
5,4,2,2500000,4,3,1,1,,3,0
2,23,2,3500000,1,2,1,1,1,3,0
5,20,1,4000000,1,2,1,1,6,3,0
5,11,2,3000000,3,3,1,1,,3,0
8,2,2,2500000,4,2,1,1,,2,1
9,4,2,2550000,4,2,1,1,,3,0
7,3,2,2700000,4,2,1,1,,3,0
8,8,2,2600000,4,2,1,1,,3,0
3,23,1,2600000,1,3,1,1,14,3,0
7,5,2,2000000,4,3,1,1,7,3,0
4,2,1,6500000,1,3,1,1,3,3,0
4,14,2,3800000,1,3,1,1,,3,0
3,17,2,2500000,1,3,1,1,7,3,0
4,5,2,2500000,1,2,1,1,1,3,0
4,10,2,2300000,1,2,1,1,14,3,0
5,4,2,2500000,4,2,1,1,1,3,0
5,15,2,2300000,1,3,1,1,,2,1
5,12,2,0,1,2,1,1,1,3,0
4,2,2,2300000,3,3,1,1,,3,0
4,3,2,2300000,3,3,1,1,,3,0
2,4,2,3700000,3,3,1,1,1,3,0
4,2,2,2300000,1,2,1,1,,2,1
8,17,2,2500000,3,3,1,1,,3,0
9,0,2,1000000,4,3,1,1,,3,0
4,5,2,2500000,1,3,1,1,,3,0
9,0,6,1040000,4,1,1,1,,2,1
3,2,2,2500000,3,3,1,1,14,3,0
1,2,2,6000000,1,4,1,1,1,3,0
3,5,1,2300000,1,2,1,1,7,3,0
1,4,2,5500000,1,2,1,1,1,3,0
3,0,2,2500000,4,2,1,1,7,3,0
5,4,2,500000,3,2,1,1,,3,0
7,0,2,2350000,1,2,1,1,,3,0
1,6,2,10000000,1,2,1,1,9,3,0
1,10,1,8000000,1,2,1,1,1,3,0
5,6,2,1600000,1,3,1,1,,3,0
7,5,2,3000000,1,3,1,1,,3,0
5,4,2,680000,4,3,1,1,,3,0
3,25,1,3300000,1,3,1,1,7,3,0
9,5,2,4025000,1,2,1,1,7,3,0
4,2,2,3000000,1,3,1,1,,3,0
5,0,2,2000000,4,3,1,1,,3,0
3,9,1,5500000,2,2,1,1,1,3,0
7,3,2,3500000,1,2,1,1,,3,0
2,4,2,2300000,1,2,1,1,1,3,0
2,0,2,2680000,4,2,1,1,1,3,0
7,11,2,5000000,1,2,1,1,,3,0
9,1,6,300000,4,2,1,1,,3,0
9,0,2,2300000,9,2,1,1,,3,0
4,0,2,2600000,2,3,1,1,1,3,0
3,20,2,2500000,4,2,1,1,,3,0
7,10,2,2400000,4,2,1,1,,3,0
9,0,6,2000000,4,2,1,1,,3,0
9,18,2,2400000,4,3,1,1,,3,0
9,5,6,2500000,4,2,1,1,,3,0
6,3,6,1000000,4,3,1,1,,3,0
7,24,2,3000000,1,3,1,1,,2,1
5,1,2,2600000,1,1,1,1,,2,1
5,9,2,2439000,1,3,1,1,7,3,0
8,4,2,2600000,1,2,1,1,,3,0
3,1,2,2300000,1,3,1,1,7,3,0
4,4,2,0,3,3,1,1,,3,0
1,3,2,4000000,1,2,1,1,14,3,0
5,15,1,6000000,1,1,1,1,1,3,0
2,22,1,3850000,1,2,1,1,1,3,0
4,5,1,3220000,2,2,1,1,14,3,0
5,1,2,3000000,1,2,1,1,14,3,0
8,24,2,7000000,1,2,1,1,,3,0
9,7,2,2000000,4,2,1,1,,3,0
8,14,2,4000000,2,2,1,1,,3,0
8,15,2,2500000,1,2,1,1,,3,0
7,0,2,1200000,4,1,1,1,,2,1
9,6,2,2200000,4,1,1,1,,2,1
9,1,2,2000000,4,1,1,1,,2,1
1,4,2,5500000,1,2,1,1,7,3,0
3,3,2,3700000,1,3,1,1,1,3,0
1,11,2,3700000,1,3,1,1,1,3,0
8,9,2,3750000,3,3,1,1,14,3,0
3,6,1,2800000,1,3,1,1,7,2,1
8,4,2,3000000,1,3,1,1,,3,0
8,13,2,1320000,4,2,1,1,,2,1
9,1,2,2600000,4,2,1,1,,3,0
4,1,2,2600000,3,2,1,1,,3,0
4,1,2,2400000,1,3,1,1,,3,0
9,30,6,1100000,4,2,1,1,,2,1
1,1,2,2400000,1,2,1,1,,2,1
9,4,2,2400000,1,2,1,1,,2,1
2,15,1,3500000,1,2,1,1,5,3,0
4,0,2,2500000,3,2,1,1,,3,0
10,10,1,5900000,1,3,1,1,6,3,0
5,18,2,3200000,1,2,1,1,14,3,0
4,6,2,3000000,1,2,1,1,14,3,0
5,12,6,3000000,4,2,1,1,,3,0
3,2,1,9000000,1,3,1,1,1,3,0
2,1,2,8000000,3,3,1,1,1,3,0
7,5,2,2600000,4,2,1,1,,3,0
9,1,2,1600000,4,2,1,1,,3,0
4,12,1,2500000,3,2,1,1,,3,0
8,2,1,2550000,2,2,1,1,14,3,0
9,23,6,1400000,4,3,1,1,,3,0
9,6,2,2400000,1,2,1,1,,3,0
2,3,1,8000000,2,3,1,1,1,3,0
5,8,2,3600000,4,3,1,1,14,3,0
5,6,6,1600000,4,3,1,1,14,3,0
5,3,2,2000000,4,3,1,1,14,2,1
9,0,6,1700000,4,3,1,1,,2,1
4,1,2,1500000,3,2,1,1,,2,1
9,2,2,1600000,3,2,1,1,,2,1
7,10,2,3900000,4,2,1,1,,3,0
8,3,2,2550000,1,2,1,1,,3,0
4,10,2,2300000,3,2,1,1,1,3,0
9,1,2,2300000,3,2,1,1,,3,0
4,4,2,2300000,3,2,1,1,1,3,0
3,4,2,3800000,1,3,1,1,14,3,0
7,5,2,2500000,4,2,1,1,,3,0
9,1,2,2000000,4,2,1,1,,3,0
10,11,1,5200000,1,3,1,1,7,3,0
5,1,6,1040000,4,1,1,1,,3,0
1,17,1,6571560,1,2,1,1,14,3,0
2,11,1,700000,1,2,1,1,1,3,0
9,1,1,3500000,1,3,1,1,1,3,0
3,11,1,2900000,3,3,1,1,1,3,0
4,8,2,2200000,1,3,1,1,,3,0
3,5,2,3000000,1,2,1,1,1,3,0
5,8,1,4000000,1,3,1,1,6,3,0
2,2,2,3000000,1,3,1,1,14,3,0
8,1,2,1300000,4,2,1,1,,3,0
5,2,2,1000000,3,2,1,1,14,3,0
9,5,6,800000,4,3,1,1,7,3,0
3,10,2,4300000,1,3,1,1,,3,0
9,0,2,2500000,1,3,1,1,,3,0
4,2,2,6000000,1,3,1,1,1,3,0
9,10,6,2300000,4,3,1,1,,3,0
8,15,1,2680000,3,2,1,1,,3,0
5,6,2,2600000,3,3,1,1,14,3,0
5,5,2,2500000,3,2,1,1,,3,0
5,5,2,2600000,1,2,1,1,1,3,0
4,3,2,2680000,3,2,1,1,,3,0
7,8,2,2680000,3,2,1,1,,3,0
9,14,6,1100000,4,2,1,1,14,3,0
4,12,1,4500000,1,2,1,1,1,3,0
3,3,1,2800000,2,2,1,1,1,3,0
2,8,2,4000000,3,2,1,1,1,3,0
4,3,2,2400000,1,3,1,1,,3,0
5,15,2,2500000,4,2,1,1,7,3,0
5,10,2,2500000,4,3,1,1,14,3,0
5,1,2,2000000,3,3,1,1,,3,0
5,5,2,2000000,4,3,1,1,,3,0
3,8,1,4000000,1,2,1,1,9,3,0
5,4,2,2900000,1,2,1,1,,3,0
5,9,2,2400000,1,2,1,1,,3,0
3,25,2,4000000,1,3,1,1,1,3,0
1,3,1,9400000,1,3,1,1,9,3,0
2,2,2,4000000,1,3,1,1,1,3,0
4,5,2,2650000,1,2,1,1,14,3,0
4,10,1,3500000,1,2,1,1,1,3,0
7,8,2,3000000,4,2,1,1,,3,0
5,5,2,2500000,1,2,1,1,,3,0
3,8,2,3200000,3,2,1,1,,3,0
3,1,2,3000000,3,2,1,1,,3,0
2,20,1,1400000,1,3,1,1,1,3,0
5,4,2,2450000,1,3,1,1,14,3,0
3,10,2,3000000,3,3,1,1,1,3,0
4,10,2,2800000,3,3,1,1,1,3,0
3,24,1,4300000,1,2,1,1,1,3,0
2,2,2,2000000,3,2,1,1,1,3,0
5,0,2,2000000,4,2,1,1,14,3,0
9,0,2,2300000,3,3,1,1,,3,0
3,5,2,2300000,1,3,1,1,1,3,0
4,0,2,2300000,1,3,1,1,,3,0
9,30,2,2340000,4,2,1,1,,3,0
4,7,2,4000000,4,3,1,1,1,3,0
9,3,2,1500000,3,2,1,1,,3,0
7,2,2,3000000,3,2,1,1,,3,0
5,0,6,600000,4,3,1,1,,3,0
9,4,2,2360000,3,2,1,1,,3,0
9,0,2,2000000,4,2,1,1,,3,0
8,14,2,30000000,1,3,1,1,,3,0
9,1,2,2500000,3,2,1,1,,3,0
9,1,2,960000,4,2,1,1,,3,0
4,2,2,2600000,4,2,1,1,,3,0
9,1,2,960000,4,2,1,1,,3,0
9,16,2,2500000,1,2,1,1,,3,0
2,12,2,5000000,3,2,1,1,1,3,0
2,10,1,12000000,1,3,1,1,1,3,0
4,23,2,3000000,3,3,1,1,,3,0
5,0,2,2439139,3,3,1,1,,3,0
5,20,2,3500000,4,3,1,1,,3,0
5,0,2,0,4,3,1,1,,3,0
2,13,1,3500000,3,2,1,1,1,3,0
2,10,1,2900000,1,2,1,1,10,3,0
4,29,2,6000000,1,3,1,1,14,3,0
9,0,6,800000,4,3,1,1,,2,1
5,2,2,2000000,3,2,1,1,,2,1
7,15,2,2500000,4,2,1,1,,3,0
4,5,2,2500000,1,3,1,1,1,3,0
3,10,2,3000000,1,3,1,1,14,3,0
8,1,2,1200000,3,3,1,1,,3,0
3,2,2,2500000,3,3,1,1,14,2,1
3,10,2,7000000,1,3,1,1,1,3,0
4,4,2,2300000,3,2,1,1,14,3,0
7,30,2,2000000,4,2,1,1,,3,0
7,5,2,1200000,4,2,1,1,,3,0
7,18,2,2000000,4,2,1,1,,3,0
7,5,2,1200000,4,2,1,1,,3,0
5,0,2,1500000,3,2,1,1,,3,0
9,0,2,2550307,3,2,1,1,,3,0
5,8,2,2300000,1,2,1,1,,3,0
9,12,2,2300000,1,2,1,1,,3,0
5,1,2,2300000,1,2,1,1,,3,0
2,16,1,4320000,1,3,1,1,10,3,0
4,10,2,5000000,1,2,1,1,,3,0
4,22,1,5400000,1,3,1,1,1,3,0
2,11,2,5000000,3,3,1,1,9,3,0
2,6,2,5000000,3,3,1,1,1,3,0
2,8,1,3200000,2,2,1,1,1,3,0
2,1,2,5000000,2,3,1,1,1,3,0
5,10,2,2900000,3,3,1,1,14,3,0
5,3,2,2500000,3,2,1,1,14,3,0
9,28,2,1800000,4,2,1,1,,3,0
4,6,2,2500000,1,3,1,1,,2,1
8,8,2,1800000,4,2,1,1,,3,0
4,22,2,3500000,1,3,1,1,,3,0
4,20,2,2600000,1,2,1,1,,3,0
4,10,2,2500000,1,2,1,1,14,3,0
8,0,2,2000000,4,2,1,1,,3,0
4,5,2,2500000,1,3,1,1,14,3,0
8,4,2,2400000,1,2,1,1,,3,0
5,12,2,2500000,3,2,1,1,,3,0
4,4,2,2500000,3,3,1,1,1,3,0
3,4,2,4000000,3,3,1,1,1,3,0
7,0,2,3000000,1,3,1,1,,2,1
1,6,1,5500000,3,3,1,1,14,3,0
4,5,1,4500000,3,3,1,1,14,3,0
5,0,1,3000000,3,2,1,1,1,3,0
7,0,2,2000000,4,3,1,1,,3,0
9,0,2,2000000,4,3,1,1,,3,0
9,1,6,1200000,4,2,1,1,,3,0
7,4,2,2300000,1,2,1,1,,3,0
9,2,2,1400000,3,2,1,1,,3,0
2,6,1,3600000,3,2,1,1,1,3,0
7,10,2,2700000,3,2,1,1,14,3,0
8,0,2,3500000,4,2,1,1,,3,0
8,11,2,2900000,1,2,1,1,14,3,0
9,1,2,2700000,1,2,1,1,,3,0
7,2,2,3500000,1,2,1,1,,3,0
5,7,2,3000000,3,2,1,1,,3,0
9,0,2,1200000,4,3,1,1,,3,0
8,8,2,3000000,1,3,1,1,,3,0
5,2,2,2000000,4,3,1,1,,3,0
7,1,2,1920000,4,2,1,1,,3,0
8,0,2,2200000,3,2,1,1,,3,0
8,12,2,3200000,3,1,1,1,,3,0
4,16,1,5400000,1,1,1,1,3,3,0
9,6,6,2000000,4,1,1,1,1,3,0
4,2,2,2500000,1,2,1,1,14,3,0
8,14,2,3000000,1,2,1,1,,3,0
5,5,2,2300000,1,2,1,1,,3,0
9,0,2,2300000,1,1,1,1,,3,0
6,13,2,2200000,4,1,1,1,,3,0
9,6,6,500000,4,1,1,1,,3,0
9,10,2,2300000,1,2,1,1,,3,0
4,0,2,2500000,3,2,1,1,,3,0
6,10,2,2300000,1,1,1,1,,3,0
5,5,2,1000000,4,2,1,1,,3,0
5,3,2,2000000,4,2,1,1,,3,0
1,5,2,5000000,1,2,1,1,,3,0
1,1,1,7500000,1,1,1,1,1,3,0
2,14,1,7000000,1,1,1,1,1,3,0
8,1,2,2300000,1,2,1,1,,3,0
2,17,1,870000,1,2,1,1,5,3,0
9,2,2,2000000,4,2,1,1,,2,1
9,8,6,960000,4,1,1,1,,3,0
3,6,2,2100000,4,2,1,1,,3,0
5,2,2,2500000,1,2,1,1,,2,1
5,0,2,1500000,4,1,1,1,1,3,0
8,6,2,2450000,1,1,1,1,14,3,0
4,0,2,2000000,4,2,1,1,14,3,0
5,3,2,2500000,3,2,1,1,,3,0
9,2,2,2500000,1,2,1,1,,3,0
9,6,2,2500000,1,2,1,1,,3,0
8,0,2,2500000,1,2,1,1,,3,0
3,15,1,2400000,1,2,1,1,,3,0
2,17,1,3600000,1,3,1,1,10,3,0
3,0,1,3000000,1,3,1,1,14,3,0
3,4,2,3000000,1,3,1,1,1,3,0
2,7,2,4000000,1,2,1,1,1,3,0
3,7,2,2200000,3,3,1,1,1,3,0
9,6,2,2000000,3,3,1,1,14,3,0
8,9,2,2800000,3,3,1,1,14,3,0
9,17,2,2400000,1,2,1,1,14,3,0
6,3,2,1900000,4,2,1,1,,3,0
6,3,2,0,4,2,1,1,,3,0
7,8,2,1800000,4,2,1,1,,3,0
5,10,2,2500000,1,1,1,1,,3,0
1,3,2,4000000,3,3,1,1,1,3,0
5,3,2,2000000,4,2,1,1,,3,0
8,1,2,3000000,1,3,1,1,,3,0
9,0,2,2300000,1,2,1,1,,3,0
9,2,2,2300000,1,2,1,1,,3,0
5,2,2,2200000,1,2,1,1,,3,0
5,3,2,2200000,4,2,1,1,,3,0
7,30,2,2600000,4,2,1,1,,3,0
4,0,2,2500000,3,3,1,1,,3,0
6,3,6,2500000,4,2,1,1,,3,0
2,25,1,2500000,1,2,1,1,1,3,0
7,20,2,3000000,4,2,1,1,,3,0
9,5,2,2000000,4,2,1,1,,3,0
5,1,6,1400000,4,2,1,1,,3,0
5,2,6,500000,4,2,1,1,,3,0
2,7,1,4300000,1,3,1,1,1,3,0
9,0,2,2300000,1,2,1,1,,3,0
8,3,2,2500000,1,2,1,1,14,3,0
8,20,2,2500000,4,3,1,1,,3,0
5,1,2,2500000,1,2,1,1,1,3,0
4,6,2,3000000,1,2,1,1,1,3,0
8,6,2,2500000,4,2,1,1,,3,0
2,0,2,2000000,4,2,1,1,14,3,0
8,4,2,3000000,4,2,1,1,,3,0
9,0,2,2000000,4,3,1,1,,3,0
7,21,2,3400000,1,3,1,1,,3,0
4,4,2,2300000,3,3,1,1,,3,0
9,0,2,2400000,4,2,1,1,,3,0
9,3,2,2400000,4,2,1,1,,3,0
7,20,2,2880000,4,2,1,1,,3,0
7,2,2,3000000,4,2,1,1,,3,0
3,6,2,2300000,1,3,1,1,1,3,0
8,4,2,2300000,1,2,1,1,14,3,0
9,0,2,3000000,4,3,1,1,,3,0
3,8,1,2500000,1,2,1,1,14,3,0
9,20,2,2800000,4,2,1,1,,3,0
7,1,2,2400000,3,2,1,1,,3,0
9,10,6,500000,4,2,1,1,,2,1
1,20,1,7000000,1,3,1,1,9,3,0
9,3,6,400000,4,3,1,1,,3,0
7,10,2,3000000,4,2,1,1,,3,0
9,0,6,2000000,4,2,1,1,,3,0
6,20,6,3360000,4,2,1,1,,3,0
5,4,6,2400000,4,2,1,1,,3,0
7,1,2,3120000,4,2,1,1,,3,0
5,7,2,1600000,4,2,1,1,,3,0
7,10,2,5000000,1,2,1,1,7,3,0
9,5,6,1400000,4,2,1,1,14,3,0
6,0,6,1320000,4,2,1,1,,3,0
9,10,6,1200000,4,2,1,1,,3,0
9,0,6,1200000,4,2,1,1,,3,0
7,2,2,3600000,4,2,1,1,,3,0
9,3,2,3000000,4,3,1,1,,3,0
7,4,2,2400000,1,3,1,1,,3,0
4,1,1,2500000,3,3,1,1,1,3,0
7,15,2,3500000,4,2,1,1,,3,0
4,0,2,2350000,4,1,1,1,,3,0
9,5,2,2500000,4,2,1,1,,3,0
7,10,2,2800000,4,2,1,1,,3,0
7,0,2,2400000,4,1,1,1,,3,0
5,0,6,1000000,4,1,1,1,,3,0
5,6,2,4000000,1,3,1,1,,3,0
9,3,2,2800000,1,3,1,1,,3,0
7,9,2,3120000,1,2,1,1,,3,0
9,2,2,2000000,4,3,1,1,,3,0
7,13,2,3800000,4,1,1,1,,3,0
5,1,2,0,4,1,1,1,,3,0
5,4,2,0,4,2,1,1,,3,0
7,3,2,2000000,4,3,1,1,,3,0
9,1,2,2000000,3,2,1,1,,3,0
4,2,2,2800000,1,2,1,1,,3,0
7,3,2,2500000,1,2,1,1,,3,0
9,0,6,800000,4,3,1,1,,2,1
5,15,2,2320000,1,3,1,1,,3,0
5,2,1,3360000,3,2,1,1,1,3,0
9,39,6,1600000,4,2,1,1,,3,0
8,12,2,3000000,1,3,1,1,,3,0
4,1,2,2400000,1,2,1,1,,3,0
5,4,2,2300000,3,3,1,1,,3,0
2,11,1,4300000,1,3,1,1,1,3,0
5,17,2,2600000,3,2,1,1,,3,0
5,8,2,2600000,3,2,1,1,,3,0
4,2,2,2600000,1,3,1,1,,3,0
3,5,2,500000,4,3,1,1,1,3,0
7,25,2,2000000,4,2,1,1,,3,0
7,5,2,2000000,4,1,1,1,,3,0
5,6,2,1300000,4,2,1,1,,3,0
7,27,2,1350000,4,2,1,1,,3,0
9,0,2,900000,4,2,1,1,,3,0
9,4,2,2000000,4,1,1,1,,3,0
7,12,2,6000000,4,1,1,1,,3,0
9,3,6,800000,4,2,1,1,,2,1
9,5,2,2600000,4,2,1,1,,2,1
10,22,1,8000000,1,1,1,1,6,3,0
9,0,6,1600000,4,2,1,1,,3,0
7,11,2,2000000,4,3,1,1,,3,0
5,7,2,3600000,4,1,1,1,,3,0
7,19,2,2000000,4,2,1,1,,3,0
9,0,2,2500000,3,2,1,1,,3,0
9,2,2,2500000,3,2,1,1,,3,0
4,1,2,3000000,3,2,1,1,,3,0
9,3,2,600000,4,2,1,1,,3,0
7,5,2,2400000,4,2,1,1,,3,0
1,3,2,2500000,1,3,1,1,14,3,0
9,5,2,800000,4,1,2,1,,3,0
4,0,2,3200000,1,2,1,1,,3,0
7,3,2,1800000,4,1,1,1,,3,0
9,0,6,1200000,4,2,1,1,,3,0
4,8,2,3000000,3,3,1,1,,3,0
9,10,2,2650000,3,2,1,1,,3,0
7,28,2,2300000,1,1,1,1,,3,0
9,1,2,2300000,1,2,1,1,,3,0
5,2,2,2400000,3,3,1,1,14,3,0
9,1,2,2000000,4,2,1,1,,3,0
4,10,2,2000000,2,2,1,1,,3,0
2,11,1,2600000,1,3,1,1,1,3,0
8,1,2,2800000,3,2,1,1,,3,0
9,0,6,2400000,4,2,1,1,,3,0
6,11,2,3500000,3,1,1,1,,3,0
5,2,2,2500000,3,3,1,1,,3,0
9,0,2,2500000,4,2,1,1,,3,0
