B01REC,B03LU,B03MA,B03MI,B03JU,B03VI,B03SA,B03DO,B07A,B12,B16T,B26,E01A,E01B,E01C,E01H,ED01,ED02,ED03,ED0504,ED06C,ED08,ED10,e01aimde,e01hde,pobrezai,pobnopoi
"5,00","8,00","8,00","8,00","8,00","8,00","8,00","8,00","13,00","2,00","2.500.000,00","1,00","3.200.000,00","0,00","0,00","0,00","2,00","1,00","1,00","903,00",,"19,00","1,00","3.153.158,71","0,00","3,00","0,00"
"5,00","5,00","5,00","5,00","5,00","5,00","0,00","5,00","0,00","2,00","800.000,00","4,00","800.000,00","0,00","0,00","0,00","2,00","1,00","1,00","903,00",,"19,00","1,00","788.289,68","0,00","3,00","0,00"
"3,00","0,00","14,00","14,00","14,00","14,00","0,00","0,00","3,00","2,00","4.300.000,00","1,00","4.800.000,00","0,00","0,00","0,00","3,00","1,00","1,00","903,00",,"19,00","2,00","4.729.738,06","0,00","3,00","0,00"
"5,00","9,00","9,00","9,00","9,00","9,00","0,00","9,00","32,00","2,00","1.760.000,00","4,00","1.760.000,00","0,00","0,00","0,00","1,00","1,00","1,00","306,00",,"19,00","2,00","1.734.237,29","0,00","3,00","0,00"
"5,00","12,00","12,00","12,00","12,00","12,00","12,00","12,00","0,00","2,00","2.300.000,00","1,00","2.300.000,00","0,00","0,00","0,00","1,00","1,00","1,00","407,00",,"19,00","2,00","2.266.332,82","0,00","3,00","0,00"
"7,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","10,00","2,00","2.500.000,00","4,00","2.500.000,00","0,00","0,00","0,00","2,00","1,00","1,00","409,00",,"19,00","2,00","2.492.205,77","0,00","3,00","0,00"
"9,00","11,00","11,00","11,00","0,00","0,00","11,00","11,00","3,00","2,00","2.000.000,00","1,00","2.000.000,00","0,00","0,00","0,00","2,00","1,00","1,00","902,00",,"19,00","2,00","1.993.764,61","0,00","3,00","0,00"
"9,00","8,00","8,00","8,00","0,00","0,00","0,00","0,00","20,00","6,00","1.000.000,00","4,00","1.000.000,00","0,00","0,00","0,00","1,00","1,00","1,00","306,00",,"19,00","1,00","996.882,31","0,00","3,00","0,00"
"2,00","0,00","8,00","8,00","0,00","0,00","0,00","0,00","16,00","1,00","5.050.000,00","1,00","5.163.000,00","0,00","0,00","0,00","2,00","1,00","1,00","2.404,00","1,00","19,00","16,00","5.146.903,35","0,00","3,00","0,00"
"2,00","4,00","4,00","4,00","0,00","0,00","0,00","0,00","7,00","1,00","3.100.000,00","1,00","3.180.000,00","1.350.000,00","0,00","0,00","1,00","1,00","1,00","2.103,00","5,00","19,00","2,00","3.170.085,74","0,00","3,00","0,00"
"9,00","8,00","10,00","12,00","0,00","0,00","0,00","0,00","5,00","6,00","1.200.000,00","4,00","2.000.000,00","0,00","0,00","0,00","3,00","1,00","1,00","903,00",,"19,00","14,00","1.993.764,61","0,00","3,00","0,00"
"9,00","8,00","10,00","8,00","0,00","5,00","0,00","0,00","16,00","2,00","2.200.000,00","1,00","2.500.000,00","0,00","0,00","0,00","3,00","1,00","1,00","2.404,00","14,00","19,00","3,00","2.492.205,77","0,00","3,00","0,00"
"7,00","0,00","5,00","9,00","9,00","9,00","9,00","9,00","20,00","2,00","2.800.000,00","1,00","2.800.000,00","0,00","0,00","0,00","3,00","1,00","1,00","305,00",,"19,00","2,00","2.791.270,46","0,00","2,00","1,00"
"8,00","0,00","8,00","8,00","8,00","8,00","8,00","8,00","10,00","2,00","2.500.000,00","3,00","2.500.000,00","0,00","0,00","0,00","2,00","1,00","1,00","903,00",,"19,00","2,00","2.492.205,77","0,00","3,00","0,00"
"4,00","0,00","0,00","8,00","8,00","8,00","8,00","8,00","5,00","2,00","2.000.000,00","3,00","2.000.000,00","0,00","0,00","0,00","2,00","1,00","1,00","903,00",,"19,00","1,00","1.993.764,61","0,00","3,00","0,00"
"4,00","4,00","6,00","7,00","4,00","4,00","0,00","4,00","3,00","2,00","2.200.000,00","4,00","2.440.000,00","0,00","0,00","0,00","3,00","1,00","1,00","2.402,00","14,00","19,00","2,00","2.432.392,83","0,00","3,00","0,00"
"8,00","0,00","5,00","8,00","8,00","8,00","8,00","8,00","8,00","2,00","2.300.000,00","1,00","2.300.000,00","0,00","0,00","0,00","3,00","1,00","1,00","409,00",,"19,00","15,00","2.292.829,31","0,00","3,00","0,00"
"9,00","0,00","6,00","6,00","6,00","6,00","6,00","6,00","2,00","6,00","600.000,00","4,00","600.000,00","0,00","0,00","0,00","2,00","1,00","1,00","305,00",,"19,00","1,00","598.129,38","0,00","2,00","1,00"
"2,00","0,00","0,00","8,00","4,00","8,00","4,00","4,00","6,00","1,00","3.917.000,00","1,00","3.917.000,00","980.000,00","0,00","0,00","3,00","1,00","1,00","2.405,00","10,00","19,00","5,00","3.904.788,00","0,00","3,00","0,00"
"5,00","8,00","0,00","12,00","8,00","12,00","8,00","12,00","16,00","1,00","4.652.300,00","1,00","6.529.000,00","0,00","0,00","0,00","1,00","1,00","1,00","2.301,00","6,00","19,00","5,00","6.508.644,58","0,00","3,00","0,00"
"4,00","0,00","0,00","0,00","4,00","4,00","4,00","4,00","16,00","1,00","1.930.000,00","1,00","1.930.000,00","0,00","0,00","0,00","2,00","1,00","1,00","2.405,00","1,00","19,00","2,00","1.923.982,85","0,00","3,00","0,00"
"3,00","0,00","0,00","8,00","8,00","8,00","8,00","8,00","15,00","2,00","1.500.000,00","4,00","2.000.000,00","0,00","0,00","0,00","2,00","1,00","1,00","2.401,00","14,00","19,00","6,00","1.993.764,61","0,00","3,00","0,00"
"4,00","0,00","0,00","9,00","9,00","9,00","9,00","9,00","1,00","2,00","2.580.000,00","3,00","2.580.000,00","0,00","0,00","0,00","2,00","1,00","1,00","903,00",,"19,00","2,00","2.571.956,35","0,00","3,00","0,00"
"9,00","0,00","0,00","0,00","0,00","0,00","6,00","6,00","6,00","6,00","500.000,00","4,00","500.000,00","0,00","0,00","0,00","3,00","1,00","1,00","903,00",,"19,00","16,00","498.441,15","0,00","2,00","1,00"
"8,00","0,00","5,00","10,00","10,00","10,00","10,00","10,00","4,00","2,00","2.500.000,00","4,00","2.500.000,00","0,00","0,00","0,00","2,00","1,00","1,00","903,00",,"19,00","2,00","2.492.205,77","0,00","2,00","1,00"
"5,00","12,00","12,00","12,00","12,00","12,00","0,00","12,00","20,00","1,00","6.000.000,00","1,00","11.419.619,00","0,00","0,00","0,00","3,00","1,00","1,00","2.301,00","6,00","19,00","2,00","11.384.016,14","0,00","3,00","0,00"
"9,00","6,00","6,00","8,30","0,00","6,00","8,30","6,00","12,00","6,00","1.200.000,00","4,00","1.200.000,00","0,00","0,00","0,00","1,00","1,00","1,00","302,00",,"19,00","14,00","1.201.879,41","0,00","3,00","0,00"
"7,00","9,00","9,00","9,00","0,00","9,00","9,00","9,00","4,00","2,00","2.600.000,00","4,00","2.600.000,00","0,00","0,00","0,00","1,00","1,00","1,00","407,00",,"19,00","15,00","2.604.072,04","0,00","3,00","0,00"
"9,00","12,00","12,00","12,00","0,00","0,00","12,00","12,00","7,00","2,00","2.400.000,00","4,00","2.400.000,00","0,00","0,00","0,00","2,00","1,00","1,00","902,00",,"19,00","2,00","2.403.758,81","0,00","2,00","1,00"
"9,00","8,00","8,00","0,00","0,00","0,00","0,00","0,00","10,00","2,00","800.000,00","4,00","800.000,00","0,00","0,00","0,00","1,00","1,00","1,00","303,00",,"19,00","14,00","801.252,94","0,00","2,00","1,00"
"9,00","8,00","8,00","8,00","0,00","0,00","0,00","0,00","1,00","2,00","840.000,00","4,00","840.000,00","0,00","0,00","0,00","1,00","1,00","1,00","407,00",,"19,00","15,00","841.315,58","0,00","2,00","1,00"
"8,00","4,00","4,00","4,00","0,00","0,00","4,00","4,00","0,00","2,00","1.000.000,00","4,00","1.000.000,00","0,00","0,00","0,00","1,00","1,00","1,00","407,00",,"19,00","15,00","1.001.566,17","0,00","2,00","1,00"
"9,00","8,00","8,00","0,00","0,00","8,00","8,00","8,00","0,00","1,00","1.750.000,00","2,00","1.750.000,00","0,00","0,00","0,00","1,00","2,00","1,00","302,00",,"19,00","15,00","1.758.248,23","0,00","3,00","0,00"
"9,00","0,00","6,00","0,00","0,00","6,00","6,00","0,00","0,00","6,00","400.000,00","4,00","400.000,00","0,00","0,00","0,00","1,00","1,00","1,00","306,00",,"19,00","1,00","401.885,31","0,00","1,00","1,00"
"8,00","8,00","8,00","0,00","4,00","0,00","0,00","0,00","4,00","2,00","1.200.000,00","4,00","1.200.000,00","0,00","0,00","0,00","1,00","1,00","1,00","304,00",,"19,00","1,00","1.205.655,93","0,00","3,00","0,00"
"9,00","7,00","7,00","0,00","7,00","7,00","7,00","7,00","5,00","2,00","400.000,00","4,00","400.000,00","0,00","0,00","0,00","1,00","1,00","1,00","2.405,00","14,00","19,00","18,00","401.885,31","0,00","1,00","1,00"
"5,00","10,00","10,00","0,00","0,00","10,00","10,00","10,00","4,00","2,00","700.000,00","4,00","700.000,00","0,00","0,00","0,00","1,00","1,00","1,00","408,00",,"19,00","1,00","703.299,29","0,00","1,00","1,00"
"1,00","8,00","0,00","0,00","8,00","8,00","8,00","8,00","6,00","1,00","3.412.500,00","1,00","3.888.000,00","0,00","0,00","0,00","1,00","1,00","1,00","2.103,00","11,00","19,00","5,00","3.857.837,08","0,00","3,00","0,00"
"2,00","4,00","0,00","0,00","6,00","5,00","4,00","6,00","6,00","1,00","2.411.500,00","1,00","3.030.500,00","0,00","0,00","0,00","3,00","1,00","1,00","2.404,00","1,00","19,00","5,00","3.006.989,53","0,00","3,00","0,00"
"2,00","0,00","6,00","6,00","0,00","6,00","6,00","0,00","12,00","1,00","3.650.000,00","3,00","3.650.000,00","0,00","0,00","0,00","3,00","1,00","1,00","2.404,00","1,00","19,00","14,00","3.621.683,48","0,00","3,00","0,00"
"5,00","9,30","9,30","0,00","9,30","9,30","9,30","9,30","4,00","2,00","2.500.000,00","3,00","2.750.000,00","0,00","0,00","0,00","1,00","1,00","1,00","503,00",,"19,00","2,00","2.762.961,51","0,00","3,00","0,00"
"7,00","10,00","10,00","10,00","0,00","5,00","10,00","10,00","5,00","2,00","3.000.000,00","1,00","3.500.000,00","0,00","0,00","0,00","2,00","1,00","1,00","902,00",,"19,00","2,00","3.516.496,47","0,00","3,00","0,00"
"1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","4,00","1,00","5.422.000,00","1,00","5.702.000,00","0,00","0,00","0,00","2,00","1,00","1,00","2.103,00","11,00","19,00","5,00","5.728.875,10","0,00","3,00","0,00"
"2,00","6,00","6,00","12,00","0,00","12,00","6,00","6,00","12,00","1,00","3.456.000,00","1,00","3.456.000,00","0,00","0,00","0,00","2,00","1,00","1,00","2.404,00","1,00","19,00","5,00","3.472.289,08","0,00","3,00","0,00"
"9,00","9,00","6,00","9,00","0,00","0,00","9,00","6,00","29,00","6,00","768.000,00","4,00","768.000,00","0,00","0,00","0,00","2,00","1,00","1,00","306,00",,"19,00","1,00","759.097,37","0,00","3,00","0,00"
"4,00","10,00","10,00","10,00","0,00","6,00","10,00","10,00","15,00","2,00","1.500.000,00","4,00","1.500.000,00","0,00","0,00","0,00","2,00","1,00","1,00","2.405,00","10,00","19,00","2,00","1.482.612,06","0,00","3,00","0,00"
"5,00","8,00","8,00","8,00","0,00","8,00","8,00","8,00","13,00","1,00","5.000.000,00","1,00","5.698.000,00","0,00","0,00","0,00","2,00","1,00","1,00","2.301,00","6,00","19,00","2,00","5.631.949,00","0,00","3,00","0,00"
"4,00","5,00","5,00","5,00","0,00","0,00","5,00","5,00","0,00","1,00","700.000,00","4,00","700.000,00","500.000,00","0,00","0,00","1,00","1,00","1,00","304,00",,"19,00","6,00","691.885,63","0,00","2,00","1,00"
"4,00","6,00","6,00","6,00","0,00","6,00","6,00","6,00","3,00","2,00","600.000,00","4,00","600.000,00","0,00","0,00","0,00","2,00","1,00","1,00","903,00",,"19,00","2,00","593.044,82","0,00","3,00","0,00"
"2,00","8,00","8,00","8,00","0,00","0,00","8,00","8,00","15,00","1,00","4.085.625,00","1,00","4.578.140,00","0,00","0,00","0,00","2,00","1,00","1,00","2.103,00","3,00","19,00","5,00","4.525.070,37","0,00","3,00","0,00"
"7,00","10,00","10,00","10,00","0,00","0,00","10,00","10,00","5,00","2,00","2.500.000,00","3,00","3.200.000,00","0,00","0,00","0,00","2,00","1,00","1,00","2.404,00","14,00","19,00","2,00","3.162.905,72","0,00","3,00","0,00"
"3,00","4,00","0,00","0,00","0,00","0,00","4,00","0,00","1,00","2,00","500.000,00","2,00","500.000,00","400.000,00","0,00","0,00","2,00","1,00","1,00","2.404,00","10,00","19,00","2,00","494.204,02","0,00","3,00","0,00"
"7,00","10,00","10,00","10,00","0,00","6,00","10,00","10,00","5,00","2,00","1.800.000,00","4,00","2.280.000,00","0,00","0,00","0,00","1,00","1,00","1,00","903,00",,"19,00","1,00","2.281.784,04","0,00","3,00","0,00"
"8,00","12,00","12,00","12,00","0,00","12,00","12,00","12,00","5,00","2,00","1.900.000,00","4,00","2.380.000,00","0,00","0,00","0,00","2,00","1,00","1,00","903,00",,"19,00","2,00","2.381.862,29","0,00","3,00","0,00"
"1,00","8,00","8,00","8,00","0,00","0,00","8,00","8,00","10,00","1,00","4.500.000,00","1,00","6.000.000,00","0,00","0,00","0,00","1,00","1,00","1,00","2.404,00","1,00","19,00","2,00","6.004.694,84","0,00","3,00","0,00"
"9,00","0,00","0,00","0,00","0,00","0,00","4,00","0,00","15,00","6,00","100.000,00","4,00","100.000,00","0,00","0,00","0,00","2,00","1,00","1,00","408,00",,"19,00","2,00","100.078,25","0,00","1,00","1,00"
"3,00","8,00","8,00","8,00","0,00","0,00","8,00","8,00","10,00","1,00","2.000.000,00","2,00","2.200.000,00","0,00","0,00","0,00","2,00","1,00","1,00","2.404,00","1,00","19,00","2,00","2.201.721,44","0,00","3,00","0,00"
"2,00","0,00","0,00","0,00","12,00","12,00","0,00","0,00","2,00","1,00","3.600.000,00","3,00","3.600.000,00","0,00","0,00","0,00","2,00","1,00","1,00","2.404,00","10,00","19,00","2,00","3.602.816,90","0,00","3,00","0,00"
"5,00","12,00","0,00","8,00","0,00","6,00","12,00","12,00","2,00","1,00","4.200.000,00","1,00","4.200.000,00","0,00","0,00","0,00","2,00","1,00","1,00","2.301,00","6,00","19,00","2,00","4.203.286,39","0,00","3,00","0,00"
"1,00","8,00","8,00","8,00","0,00","0,00","8,00","8,00","5,00","1,00","5.000.000,00","1,00","5.000.000,00","0,00","0,00","0,00","1,00","1,00","1,00","2.404,00","1,00","19,00","2,00","4.942.040,19","0,00","3,00","0,00"
"7,00","8,00","8,00","8,00","0,00","8,00","8,00","8,00","8,00","2,00","2.000.000,00","4,00","2.000.000,00","0,00","0,00","0,00","2,00","1,00","1,00","306,00",,"19,00","6,00","1.976.816,07","0,00","3,00","0,00"
"9,00","7,00","7,00","7,00","0,00","7,00","7,00","7,00","2,00","6,00","800.000,00","4,00","1.300.000,00","0,00","0,00","0,00","2,00","1,00","1,00","903,00",,"19,00","1,00","1.284.930,45","0,00","3,00","0,00"
"9,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","9,00","2,00","480.000,00","4,00","480.000,00","0,00","0,00","0,00","1,00","1,00","1,00","305,00",,"19,00","2,00","474.435,86","0,00","1,00","1,00"
"6,00","6,00","6,00","6,00","1,00","6,00","6,00","6,00","0,00","2,00","250.000,00","4,00","430.000,00","0,00","0,00","0,00","1,00","1,00","1,00","303,00",,"19,00","2,00","425.015,46","0,00","3,00","0,00"
"9,00","12,00","12,00","12,00","12,00","12,00","12,00","12,00","7,00","2,00","1.400.000,00","1,00","2.300.000,00","0,00","0,00","0,00","1,00","1,00","1,00","306,00",,"19,00","2,00","2.266.332,82","0,00","3,00","0,00"
"9,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","500.000,00","4,00","1.500.000,00","0,00","0,00","0,00","3,00","1,00","1,00","901,00",,"19,00","14,00","1.478.043,14","0,00","3,00","0,00"
"2,00","4,00","4,00","4,00","4,00","0,00","0,00","4,00","25,00","1,00","3.500.000,00","1,00","3.580.000,00","3.500.000,00","0,00","0,00","3,00","1,00","1,00","2.404,00","1,00","19,00","2,00","3.527.596,30","0,00","3,00","0,00"
"6,00","3,00","3,00","3,00","3,00","3,00","3,00","3,00","0,00","2,00","1.000.000,00","4,00","1.000.000,00","0,00","0,00","0,00","1,00","1,00","1,00","306,00",,"19,00","6,00","985.362,10","0,00","2,00","1,00"
"7,00","8,00","8,00","8,00","8,00","0,00","5,00","8,00","4,00","2,00","2.200.000,00","4,00","2.200.000,00","0,00","0,00","0,00","3,00","1,00","1,00","902,00",,"19,00","2,00","2.167.796,61","0,00","3,00","0,00"
"8,00","10,00","5,00","10,00","10,00","10,00","10,00","10,00","25,00","2,00","2.500.000,00","4,00","3.080.000,00","0,00","0,00","0,00","1,00","1,00","1,00","305,00",,"19,00","1,00","3.080.000,00","0,00","3,00","0,00"
"6,00","9,00","9,00","9,00","9,00","9,00","9,00","9,00","10,00","2,00","1.200.000,00","1,00","1.900.000,00","0,00","0,00","0,00","1,00","1,00","1,00","306,00",,"19,00","1,00","1.901.486,70","0,00","3,00","0,00"
"5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","0,00","2,00","300.000,00","4,00","1.084.000,00","0,00","0,00","0,00","1,00","1,00","1,00","304,00",,"19,00","14,00","1.084.848,20","0,00","3,00","0,00"
"6,00","12,00","12,00","12,00","12,00","12,00","12,00","12,00","5,00","2,00","900.000,00","4,00","1.400.000,00","0,00","0,00","0,00","1,00","1,00","1,00","304,00",,"19,00","2,00","1.401.095,46","0,00","2,00","1,00"
"6,00","12,00","12,00","12,00","12,00","0,00","0,00","12,00","0,00","2,00","900.000,00","4,00","1.200.000,00","0,00","0,00","0,00","1,00","1,00","1,00","409,00",,"19,00","2,00","1.200.938,97","0,00","2,00","1,00"
"9,00","4,00","0,00","4,00","4,00","0,00","4,00","4,00","1,00","6,00","700.000,00","4,00","700.000,00","0,00","0,00","0,00","1,00","1,00","1,00","306,00",,"19,00","1,00","689.753,47","0,00","2,00","1,00"
"2,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","11,00","1,00","2.800.000,00","1,00","2.880.000,00","0,00","0,00","0,00","2,00","1,00","1,00","2.103,00","3,00","19,00","1,00","2.837.842,84","0,00","3,00","0,00"
"2,00","0,00","6,00","6,00","6,00","0,00","0,00","0,00","0,00","1,00","2.000.000,00","2,00","2.000.000,00","0,00","0,00","0,00","1,00","1,00","1,00","2.404,00","1,00","19,00","2,00","1.970.724,19","0,00","3,00","0,00"
"2,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","2,00","1,00","3.632.977,00","1,00","3.632.977,00","0,00","0,00","0,00","1,00","1,00","1,00","2.404,00","10,00","19,00","2,00","3.579.797,83","0,00","3,00","0,00"
"9,00","0,00","0,00","5,00","8,30","8,30","8,30","8,30","4,00","2,00","1.320.000,00","4,00","1.720.000,00","0,00","0,00","0,00","1,00","1,00","1,00","302,00",,"19,00","1,00","1.714.637,57","0,00","2,00","1,00"
"9,00","0,00","0,00","5,00","8,30","8,30","8,30","8,30","2,00","2,00","1.320.000,00","4,00","1.720.000,00","0,00","0,00","0,00","1,00","1,00","1,00","304,00",,"19,00","1,00","1.714.637,57","0,00","2,00","1,00"
"9,00","0,00","0,00","5,00","8,30","8,30","8,30","8,30","2,00","2,00","1.320.000,00","4,00","1.720.000,00","0,00","0,00","0,00","1,00","1,00","1,00","302,00",,"19,00","1,00","1.714.637,57","0,00","2,00","1,00"
"9,00","0,00","0,00","7,00","7,00","7,00","7,00","7,00","15,00","6,00","300.000,00","4,00","708.000,00","0,00","0,00","0,00","1,00","1,00","1,00","304,00",,"19,00","14,00","705.792,67","0,00","2,00","1,00"
"3,00","8,00","8,00","8,00","0,00","0,00","8,00","8,00","5,00","1,00","2.400.000,00","3,00","2.400.000,00","0,00","0,00","0,00","2,00","1,00","1,00","2.402,00","14,00","19,00","1,00","2.372.179,29","0,00","3,00","0,00"
"2,00","0,00","0,00","0,00","0,00","2,00","2,00","2,00","5,00","1,00","3.570.000,00","1,00","3.570.000,00","3.570.000,00","0,00","0,00","2,00","1,00","1,00","2.404,00","1,00","19,00","1,00","3.517.742,68","0,00","3,00","0,00"
"5,00","8,00","8,00","8,00","8,00","8,00","8,00","8,00","12,00","2,00","2.370.000,00","1,00","2.370.000,00","0,00","0,00","0,00","1,00","1,00","1,00","606,00",,"19,00","3,00","2.335.308,17","0,00","3,00","0,00"
"5,00","8,00","8,00","8,00","8,00","8,00","8,00","8,00","0,00","2,00","2.370.000,00","1,00","2.370.000,00","0,00","0,00","0,00","1,00","1,00","1,00","306,00",,"19,00","2,00","2.335.308,17","0,00","3,00","0,00"
"5,00","12,00","12,00","12,00","12,00","12,00","12,00","12,00","6,00","2,00","1.800.000,00","4,00","2.235.000,00","0,00","0,00","0,00","1,00","1,00","1,00","409,00",,"19,00","14,00","2.202.284,28","0,00","3,00","0,00"
"6,00","8,00","8,00","0,00","2,00","8,00","8,00","8,00","11,00","2,00","2.200.000,00","3,00","2.600.000,00","2.000.000,00","0,00","0,00","3,00","1,00","1,00","606,00",,"19,00","2,00","2.600.000,00","0,00","3,00","0,00"
"2,00","8,00","8,00","0,00","0,00","0,00","0,00","0,00","5,00","1,00","5.300.000,00","1,00","5.600.000,00","0,00","0,00","0,00","3,00","1,00","1,00","2.103,00","3,00","19,00","2,00","5.600.000,00","0,00","3,00","0,00"
"1,00","4,00","4,00","0,00","0,00","0,00","0,00","0,00","5,00","1,00","3.855.700,00","1,00","4.247.700,00","0,00","2.342.000,00","0,00","2,00","1,00","1,00","2.404,00","10,00","19,00","5,00","4.247.700,00","0,00","3,00","0,00"
"2,00","3,00","3,00","0,00","0,00","0,00","0,00","0,00","5,00","1,00","3.042.000,00","1,00","3.042.000,00","0,00","0,00","0,00","2,00","1,00","1,00","2.404,00","1,00","19,00","5,00","3.042.000,00","0,00","3,00","0,00"
"9,00","12,00","12,00","0,00","12,00","12,00","12,00","12,00","1,00","2,00","3.000.000,00","4,00","3.000.000,00","0,00","0,00","0,00","1,00","1,00","1,00","409,00",,"19,00","6,00","3.000.000,00","0,00","3,00","0,00"
"9,00","5,00","0,00","5,00","0,00","0,00","5,00","0,00","0,00","6,00","400.000,00","4,00","640.000,00","0,00","0,00","0,00","1,00","1,00","1,00","903,00",,"19,00","1,00","643.016,50","0,00","1,00","1,00"
"5,00","12,00","12,00","12,00","12,00","6,00","12,00","12,00","1,00","2,00","1.400.000,00","4,00","1.400.000,00","0,00","0,00","0,00","2,00","1,00","1,00","903,00",,"19,00","2,00","1.395.635,23","0,00","2,00","1,00"
"9,00","0,00","0,00","0,00","0,00","0,00","0,00","8,00","0,00","2,00","1.600.000,00","4,00","1.600.000,00","0,00","0,00","0,00","1,00","1,00","1,00","408,00",,"19,00","15,00","1.595.011,69","0,00","3,00","0,00"
"9,00","3,00","0,00","0,00","0,00","0,00","0,00","3,00","0,00","6,00","320.000,00","4,00","320.000,00","0,00","0,00","0,00","3,00","1,00","1,00","903,00",,"19,00","1,00","319.002,34","0,00","3,00","0,00"
